PMID,Title,Authors,Citation,First Author,Journal/Book Abbreviation from PubMed,Publication Year,Create Date,PMCID,NIHMS ID,DOI,,Authors,Author full names,Author(s) ID,Title,Year,Journal/Book  title from Scopus,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link to Scopus Record for article,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID,,Journal Title from Catalog,ISSN,eISSN,StartDate in Catalog,EndDate in Catalog,Type,Resource,Publisher,Link to Publisher Info on TDM,Subscription Time Range Note
25939322,Epigenetics in lung cancer diagnosis and therapy,"Mehta A, Dobersch S, Romero-Olmedo AJ, Barreto G.",Cancer Metastasis Rev. 2015 Jun;34(2):229-41. doi: 10.1007/s10555-015-9563-3.,Mehta A,Cancer Metastasis Rev,2015,5/6/15,,,10.1007/s10555-015-9563-3,,Mehta A.; Dobersch S.; Romero-Olmedo A.J.; Barreto G.,"Mehta, Aditi (55961010700); Dobersch, Stephanie (56575080200); Romero-Olmedo, Addi J. (56025594100); Barreto, Guillermo (7005430902)",55961010700; 56575080200; 56025594100; 7005430902,Epigenetics in lung cancer diagnosis and therapy,2015,Cancer and Metastasis Reviews,34,2,,229,241,12,122,10.1007/s10555-015-9563-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938419882&doi=10.1007%2fs10555-015-9563-3&partnerID=40&md5=ff59ed3cf19dccc55f3fe2ef4a724bec,1677659,,CMRED,25939322,Article,Final,,Scopus,2-s2.0-84938419882,,Cancer and metastasis reviews,0167-7659,1573-7233,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25698448,JMJD3 promotes SAHF formation in senescent WI38 cells by triggering an interplay between demethylation and phosphorylation of RB protein,"Zhao L, Zhang Y, Gao Y, Geng P, Lu Y, Liu X, Yao R, Hou P, Liu D, Lu J, Huang B.",Cell Death Differ. 2015 Oct;22(10):1630-40. doi: 10.1038/cdd.2015.6. Epub 2015 Feb 20.,Zhao L,Cell Death Differ,2015,2/21/15,PMC4563788,,10.1038/cdd.2015.6,,Zhao L.; Zhang Y.; Gao Y.; Geng P.; Lu Y.; Liu X.; Yao R.; Hou P.; Liu D.; Lu J.; Huang B.,"Zhao, L. (57199018716); Zhang, Y. (57205697757); Gao, Y. (37030831100); Geng, P. (56524978700); Lu, Y. (57075137100); Liu, X. (56524900300); Yao, R. (55217555700); Hou, P. (55218176000); Liu, D. (57207385440); Lu, J. (57199238001); Huang, B. (7403682232)",57199018716; 57205697757; 37030831100; 56524978700; 57075137100; 56524900300; 55217555700; 55218176000; 57207385440; 57199238001; 7403682232,JMJD3 promotes SAHF formation in senescent WI38 cells by triggering an interplay between demethylation and phosphorylation of RB protein,2015,Cell Death and Differentiation,22,10,,1630,1640,10,47,10.1038/cdd.2015.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941179933&doi=10.1038%2fcdd.2015.6&partnerID=40&md5=8bb7dac0e0ff15a4794fe966dbae1705,13509047,,CDDIE,25698448,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84941179933,,Cell death and differentiation,1350-9047,1476-5403,1/1/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
25292338,Histone chaperone CAF-1: essential roles in multi-cellular organism development,"Yu Z, Liu J, Deng WM, Jiao R.",Cell Mol Life Sci. 2015 Jan;72(2):327-37. doi: 10.1007/s00018-014-1748-3. Epub 2014 Oct 8.,Yu Z,Cell Mol Life Sci,2015,10/9/14,,,10.1007/s00018-014-1748-3,,Yu Z.; Liu J.; Deng W.-M.; Jiao R.,"Yu, Zhongsheng (57217719506); Liu, Jiyong (54179337100); Deng, Wu-Min (26423716000); Jiao, Renjie (22934462100)",57217719506; 54179337100; 26423716000; 22934462100,Histone chaperone CAF-1: Essential roles in multi-cellular organism development,2015,Cellular and Molecular Life Sciences,72,2,,327,337,10,16,10.1007/s00018-014-1748-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922087744&doi=10.1007%2fs00018-014-1748-3&partnerID=40&md5=b39ed8da607cd388843f2cf1ed0bda56,1420682X,,CMLSF,25292338,Article,Final,,Scopus,2-s2.0-84922087744,,Cellular and molecular life sciences : CMLS,1420-682X,1420-9071,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25796366,Structure and function insights into the NuRD chromatin remodeling complex,"Torchy MP, Hamiche A, Klaholz BP.",Cell Mol Life Sci. 2015 Jul;72(13):2491-507. doi: 10.1007/s00018-015-1880-8. Epub 2015 Mar 22.,Torchy MP,Cell Mol Life Sci,2015,3/23/15,,,10.1007/s00018-015-1880-8,,Torchy M.P.; Hamiche A.; Klaholz B.P.,"Torchy, Morgan P. (56568490800); Hamiche, Ali (6602739224); Klaholz, Bruno P. (6602411058)",56568490800; 6602739224; 6602411058,Structure and function insights into the NuRD chromatin remodeling complex,2015,Cellular and Molecular Life Sciences,72,13,,2491,2507,16,119,10.1007/s00018-015-1880-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930537565&doi=10.1007%2fs00018-015-1880-8&partnerID=40&md5=3cc3e3e91db1ad40ab18c621f5174b40,1420682X,,CMLSF,25796366,Review,Final,,Scopus,2-s2.0-84930537565,,Cellular and molecular life sciences : CMLS,1420-682X,1420-9071,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25472934,A step to the gigantic genome of the desert locust: chromosome sizes and repeated DNAs,"Camacho JP, Ruiz-Ruano FJ, Martín-Blázquez R, López-León MD, Cabrero J, Lorite P, Cabral-de-Mello DC, Bakkali M.",Chromosoma. 2015 Jun;124(2):263-75. doi: 10.1007/s00412-014-0499-0. Epub 2014 Dec 5.,Camacho JP,Chromosoma,2015,12/5/14,,,10.1007/s00412-014-0499-0,,Camacho J.P.M.; Ruiz-Ruano F.J.; Martín-Blázquez R.; López-León M.D.; Cabrero J.; Lorite P.; Cabral-de-Mello D.C.; Bakkali M.,"Camacho, J.P.M. (26642895000); Ruiz-Ruano, F.J. (37011630000); Martín-Blázquez, R. (55805037300); López-León, M.D. (6603816867); Cabrero, J. (7004438794); Lorite, P. (6603804811); Cabral-de-Mello, D.C. (15753441300); Bakkali, M. (6603019352)",26642895000; 37011630000; 55805037300; 6603816867; 7004438794; 6603804811; 15753441300; 6603019352,A step to the gigantic genome of the desert locust: chromosome sizes and repeated DNAs,2015,Chromosoma,124,2,,263,275,12,45,10.1007/s00412-014-0499-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929943558&doi=10.1007%2fs00412-014-0499-0&partnerID=40&md5=9c300b4d743e143f7f293c853946d097,95915,,CHROA,25472934,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84929943558,,Chromosoma,0009-5915,1432-0886,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25529773,"Nucleosome positioning in yeasts: methods, maps, and mechanisms","Lieleg C, Krietenstein N, Walker M, Korber P.",Chromosoma. 2015 Jun;124(2):131-51. doi: 10.1007/s00412-014-0501-x. Epub 2014 Dec 23.,Lieleg C,Chromosoma,2015,12/23/14,,,10.1007/s00412-014-0501-x,,Lieleg C.; Krietenstein N.; Walker M.; Korber P.,"Lieleg, Corinna (55248306300); Krietenstein, Nils (55346193900); Walker, Maria (56461911900); Korber, Philipp (6603197425)",55248306300; 55346193900; 56461911900; 6603197425,"Nucleosome positioning in yeasts: methods, maps, and mechanisms",2015,Chromosoma,124,2,,131,151,20,39,10.1007/s00412-014-0501-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929961336&doi=10.1007%2fs00412-014-0501-x&partnerID=40&md5=83cd46d740d74da29ed5c3f8fa21696f,95915,,CHROA,25529773,Review,Final,,Scopus,2-s2.0-84929961336,,Chromosoma,0009-5915,1432-0886,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25563491,Histone storage and deposition in the early Drosophila embryo,"Horard B, Loppin B.",Chromosoma. 2015 Jun;124(2):163-75. doi: 10.1007/s00412-014-0504-7. Epub 2015 Jan 8.,Horard B,Chromosoma,2015,1/8/15,,,10.1007/s00412-014-0504-7,,Horard B.; Loppin B.,"Horard, Béatrice (6602438827); Loppin, Benjamin (6603346332)",6602438827; 6603346332,Histone storage and deposition in the early Drosophila embryo,2015,Chromosoma,124,2,,163,175,12,12,10.1007/s00412-014-0504-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929964540&doi=10.1007%2fs00412-014-0504-7&partnerID=40&md5=69985ee72a049c6abdd96eb8ce430f1d,95915,,CHROA,25563491,Review,Final,,Scopus,2-s2.0-84929964540,,Chromosoma,0009-5915,1432-0886,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
26490538,Unusual chromatin state in Rhynchosciara americana (Diptera: Sciaridae),"Badaracco A, Gorab E.",Chromosome Res. 2015 Dec;23(4):781-90. doi: 10.1007/s10577-015-9497-1.,Badaracco A,Chromosome Res,2015,10/23/15,,,10.1007/s10577-015-9497-1,,Badaracco A.; Gorab E.,"Badaracco, Alejandra (57508436900); Gorab, Eduardo (6602498953)",57508436900; 6602498953,Unusual chromatin state in Rhynchosciara americana (Diptera: Sciaridae),2015,Chromosome Research,23,4,,781,790,9,1,10.1007/s10577-015-9497-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949085950&doi=10.1007%2fs10577-015-9497-1&partnerID=40&md5=6664adbd3dc833eb4c0def977d49b008,9673849,,CRRSE,26490538,Article,Final,,Scopus,2-s2.0-84949085950,,Chromosome research,0967-3849,1573-6849,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25682171,Genetic and epigenetic regulation of centromeres: a look at HAC formation,"Ohzeki J, Larionov V, Earnshaw WC, Masumoto H.",Chromosome Res. 2015 Feb;23(1):87-103. doi: 10.1007/s10577-015-9470-z.,Ohzeki J,Chromosome Res,2015,2/16/15,,,10.1007/s10577-015-9470-z,,Ohzeki J.-I.; Larionov V.; Earnshaw W.C.; Masumoto H.,"Ohzeki, Jun-ichirou (8986848300); Larionov, Vladimir (7102750161); Earnshaw, William C. (7102230459); Masumoto, Hiroshi (57204520080)",8986848300; 7102750161; 7102230459; 57204520080,Genetic and epigenetic regulation of centromeres: a look at HAC formation,2015,Chromosome Research,23,1,,87,103,16,23,10.1007/s10577-015-9470-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925544981&doi=10.1007%2fs10577-015-9470-z&partnerID=40&md5=bf88064e8d9174dbb5767887972d5f9a,9673849,,CRRSE,25682171,Article,Final,,Scopus,2-s2.0-84925544981,,Chromosome research,0967-3849,1573-6849,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
26188586,Two novel DXZ4-associated long noncoding RNAs show developmental changes in expression coincident with heterochromatin formation at the human (Homo sapiens) macrosatellite repeat,"Figueroa DM, Darrow EM, Chadwick BP.",Chromosome Res. 2015 Dec;23(4):733-52. doi: 10.1007/s10577-015-9479-3. Epub 2015 Jul 19.,Figueroa DM,Chromosome Res,2015,7/20/15,PMC4668219,NIHMS709441,10.1007/s10577-015-9479-3,,Figueroa D.M.; Darrow E.M.; Chadwick B.P.,"Figueroa, Debbie M. (36165611800); Darrow, Emily M. (55908927000); Chadwick, Brian P. (7005162903)",36165611800; 55908927000; 7005162903,Two novel DXZ4-associated long noncoding RNAs show developmental changes in expression coincident with heterochromatin formation at the human (Homo sapiens) macrosatellite repeat,2015,Chromosome Research,23,4,,733,752,19,12,10.1007/s10577-015-9479-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949085429&doi=10.1007%2fs10577-015-9479-3&partnerID=40&md5=d5fc37502b0b814629192eaed7ccc7b4,9673849,,CRRSE,26188586,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84949085429,,Chromosome research,0967-3849,1573-6849,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25326673,Aberrant levels of histone H3 acetylation induce spermatid anomaly in mouse testis,"Dai L, Endo D, Akiyama N, Yamamoto-Fukuda T, Koji T.",Histochem Cell Biol. 2015 Feb;143(2):209-24. doi: 10.1007/s00418-014-1283-1. Epub 2014 Oct 19.,Dai L,Histochem Cell Biol,2015,10/20/14,,,10.1007/s00418-014-1283-1,,Dai L.; Endo D.; Akiyama N.; Yamamoto-Fukuda T.; Koji T.,"Dai, Lei (56395952000); Endo, Daisuke (55873828500); Akiyama, Naotaro (55803649900); Yamamoto-Fukuda, Tomomi (16029816100); Koji, Takehiko (7102877711)",56395952000; 55873828500; 55803649900; 16029816100; 7102877711,Aberrant levels of histone H3 acetylation induce spermatid anomaly in mouse testis,2015,Histochemistry and Cell Biology,143,2,,209,224,15,14,10.1007/s00418-014-1283-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922006775&doi=10.1007%2fs00418-014-1283-1&partnerID=40&md5=b34e717392a3089e47f5895337b7607f,9486143,,HCBIF,25326673,Article,Final,,Scopus,2-s2.0-84922006775,,Histochemistry and cell biology,0948-6143,1432-119X,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25479829,Altered global histone-trimethylation code and H3F3A-ATRX mutation in pediatric GBM,"Pathak P, Jha P, Purkait S, Sharma V, Suri V, Sharma MC, Faruq M, Suri A, Sarkar C.",J Neurooncol. 2015 Feb;121(3):489-97. doi: 10.1007/s11060-014-1675-z. Epub 2014 Dec 6.,Pathak P,J Neurooncol,2015,12/7/14,,,10.1007/s11060-014-1675-z,,Pathak P.; Jha P.; Purkait S.; Sharma V.; Suri V.; Sharma M.C.; Faruq M.; Suri A.; Sarkar C.,"Pathak, Pankaj (35485335300); Jha, Prerana (36116794400); Purkait, Suvendu (54584377300); Sharma, Vikas (55985958500); Suri, Vaishali (15849423200); Sharma, Mehar C. (35468180900); Faruq, Mohammed (35078329700); Suri, Ashish (35466515500); Sarkar, Chitra (7103284139)",35485335300; 36116794400; 54584377300; 55985958500; 15849423200; 35468180900; 35078329700; 35466515500; 7103284139,Altered global histone-trimethylation code and H3F3A-ATRX mutation in pediatric GBM,2015,Journal of Neuro-Oncology,121,3,,489,497,8,36,10.1007/s11060-014-1675-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925490788&doi=10.1007%2fs11060-014-1675-z&partnerID=40&md5=4342f5b446322a12078abf2bac9340c4,0167594X,,JNODD,25479829,Article,Final,,Scopus,2-s2.0-84925490788,,Journal of neuro-oncology,0167-594X,1573-7373,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
24776738,Ethanol-induced epigenetic regulations at the Bdnf gene in C57BL/6J mice,"Stragier E, Massart R, Salery M, Hamon M, Geny D, Martin V, Boulle F, Lanfumey L.",Mol Psychiatry. 2015 Mar;20(3):405-12. doi: 10.1038/mp.2014.38. Epub 2014 Apr 29.,Stragier E,Mol Psychiatry,2015,4/30/14,,,10.1038/mp.2014.38,,Stragier E.; Massart R.; Salery M.; Hamon M.; Geny D.; Martin V.; Boulle F.; Lanfumey L.,"Stragier, E. (55360704900); Massart, R. (35170415900); Salery, M. (35084293300); Hamon, M. (35497512500); Geny, D. (55799196800); Martin, V. (57190952911); Boulle, F. (55228192600); Lanfumey, L. (7004914025)",55360704900; 35170415900; 35084293300; 35497512500; 55799196800; 57190952911; 55228192600; 7004914025,Ethanol-induced epigenetic regulations at the Bdnf gene in C57BL/6J mice,2015,Molecular Psychiatry,20,3,,405,412,7,41,10.1038/mp.2014.38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924701153&doi=10.1038%2fmp.2014.38&partnerID=40&md5=97feedcfab0c1dcdf3919dc3edb18302,13594184,,MOPSF,24776738,Article,Final,,Scopus,2-s2.0-84924701153,,Molecular psychiatry,1359-4184,1476-5578,1/1/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
25281273,Role of SIRT1 in autoimmune demyelination and neurodegeneration,"Martin A, Tegla CA, Cudrici CD, Kruszewski AM, Azimzadeh P, Boodhoo D, Mekala AP, Rus V, Rus H.",Immunol Res. 2015 Mar;61(3):187-97. doi: 10.1007/s12026-014-8557-5.,Martin A,Immunol Res,2015,10/5/14,,,10.1007/s12026-014-8557-5,,Martin A.; Tegla C.A.; Cudrici C.D.; Kruszewski A.M.; Azimzadeh P.; Boodhoo D.; Mekala A.P.; Rus V.; Rus H.,"Martin, Alvaro (56039650000); Tegla, Cosmin A. (23986105800); Cudrici, Cornelia D. (54790518500); Kruszewski, Adam M. (56376592400); Azimzadeh, Philippe (35795032100); Boodhoo, Dallas (56039676300); Mekala, Armugam P. (56376027600); Rus, Violeta (6701915254); Rus, Horea (7005312723)",56039650000; 23986105800; 54790518500; 56376592400; 35795032100; 56039676300; 56376027600; 6701915254; 7005312723,Role of SIRT1 in autoimmune demyelination and neurodegeneration,2015,Immunologic Research,61,3,,187,197,10,41,10.1007/s12026-014-8557-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925485941&doi=10.1007%2fs12026-014-8557-5&partnerID=40&md5=695c8074c4682ca2a87d9dc6a52b9177,0257277X,,IMRSE,25281273,Article,Final,,Scopus,2-s2.0-84925485941,,Immunologic research,0257-277X,1559-0755,1/1/97,(blank),Journal,SpringerLink Contemporary,SpringerNature,https://dev.springernature.com/,
25417704,A stress-induced early innate response causes multidrug tolerance in melanoma,"Ravindran Menon D, Das S, Krepler C, Vultur A, Rinner B, Schauer S, Kashofer K, Wagner K, Zhang G, Bonyadi Rad E, Haass NK, Soyer HP, Gabrielli B, Somasundaram R, Hoefler G, Herlyn M, Schaider H.",Oncogene. 2015 Aug 20;34(34):4448-59. doi: 10.1038/onc.2014.372. Epub 2014 Nov 24.,Ravindran Menon D,Oncogene,2015,11/25/14,PMC4442085,NIHMS662584,10.1038/onc.2014.372,,Menon D.R.; Das S.; Krepler C.; Vultur A.; Rinner B.; Schauer S.; Kashofer K.; Wagner K.; Zhang G.; Bonyadi Rad E.; Haass N.K.; Soyer H.P.; Gabrielli B.; Somasundaram R.; Hoefler G.; Herlyn M.; Schaider H.,"Menon, D. Ravindran (55898852700); Das, S. (56428270600); Krepler, C. (6506335716); Vultur, A. (6603377416); Rinner, B. (6602718779); Schauer, S. (10939545800); Kashofer, K. (14025602000); Wagner, K. (56379560500); Zhang, G. (36698599800); Bonyadi Rad, E. (55828683000); Haass, N.K. (8416816700); Soyer, H.P. (7102788402); Gabrielli, B. (35431356600); Somasundaram, R. (7003998008); Hoefler, G. (7004589408); Herlyn, M. (7102569933); Schaider, H. (6603006117)",55898852700; 56428270600; 6506335716; 6603377416; 6602718779; 10939545800; 14025602000; 56379560500; 36698599800; 55828683000; 8416816700; 7102788402; 35431356600; 7003998008; 7004589408; 7102569933; 6603006117,A stress-induced early innate response causes multidrug tolerance in melanoma,2015,Oncogene,34,34,,4448,4459,11,97,10.1038/onc.2014.372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939777359&doi=10.1038%2fonc.2014.372&partnerID=40&md5=1edbd7324d88b2851dfac54e3b2ddf61,9509232,,ONCNE,25417704,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84939777359,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
25435371,Epigenetic changes in gastroenteropancreatic neuroendocrine tumours,"Mapelli P, Aboagye EO, Stebbing J, Sharma R.",Oncogene. 2015 Aug 20;34(34):4439-47. doi: 10.1038/onc.2014.379. Epub 2014 Dec 1.,Mapelli P,Oncogene,2015,12/2/14,,,10.1038/onc.2014.379,,Mapelli P.; Aboagye E.O.; Stebbing J.; Sharma R.,"Mapelli, P. (24512703900); Aboagye, E.O. (7004143668); Stebbing, J. (56343983100); Sharma, R. (56434950800)",24512703900; 7004143668; 56343983100; 56434950800,Epigenetic changes in gastroenteropancreatic neuroendocrine tumours,2015,Oncogene,34,34,,4439,4447,8,12,10.1038/onc.2014.379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939771351&doi=10.1038%2fonc.2014.379&partnerID=40&md5=bc14b6ca3cf7a0f66b611693bcf10343,9509232,,ONCNE,25435371,Review,Final,,Scopus,2-s2.0-84939771351,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
24413084,ATM-mediated phosphorylation of the chromatin remodeling enzyme BRG1 modulates DNA double-strand break repair,"Kwon SJ, Park JH, Park EJ, Lee SA, Lee HS, Kang SW, Kwon J.",Oncogene. 2015 Jan 15;34(3):303-13. doi: 10.1038/onc.2013.556. Epub 2014 Jan 13.,Kwon SJ,Oncogene,2015,1/14/14,,,10.1038/onc.2013.556,,Kwon S.-J.; Park J.-H.; Park E.-J.; Lee S.-A.; Lee H.-S.; Kang S.W.; Kwon J.,"Kwon, S.-J. (36128621500); Park, J.-H. (57196405500); Park, E.-J. (17233933700); Lee, S.-A. (54417571400); Lee, H.-S. (57192499209); Kang, S.W. (55731433900); Kwon, J. (7202469069)",36128621500; 57196405500; 17233933700; 54417571400; 57192499209; 55731433900; 7202469069,ATM-mediated phosphorylation of the chromatin remodeling enzyme BRG1 modulates DNA double-strand break repair,2015,Oncogene,34,3,,351,361,10,45,10.1038/onc.2013.556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891781274&doi=10.1038%2fonc.2013.556&partnerID=40&md5=75067c6cc7fa609b0a9cb151b2540355,9509232,,ONCNE,24413084,Article,Final,,Scopus,2-s2.0-84891781274,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
24469045,PRC2-independent chromatin compaction and transcriptional repression in cancer,"Vallot C, Hérault A, Boyle S, Bickmore WA, Radvanyi F.",Oncogene. 2015 Feb 5;34(6):741-51. doi: 10.1038/onc.2013.604. Epub 2014 Jan 27.,Vallot C,Oncogene,2015,1/29/14,,,10.1038/onc.2013.604,,Vallot C.; Hérault A.; Boyle S.; Bickmore W.A.; Radvanyi F.,"Vallot, C. (15081777500); Hérault, A. (8246610800); Boyle, S. (7005772146); Bickmore, W.A. (7005234771); Radvanyi, F. (7003797296)",15081777500; 8246610800; 7005772146; 7005234771; 7003797296,PRC2-independent chromatin compaction and transcriptional repression in cancer,2015,Oncogene,34,6,,741,751,10,9,10.1038/onc.2013.604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892742949&doi=10.1038%2fonc.2013.604&partnerID=40&md5=e7a0b352e41a3dc9a800b797981f33fe,9509232,,ONCNE,24469045,Article,Final,,Scopus,2-s2.0-84892742949,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
24747969,MUC4 regulates cellular senescence in head and neck squamous cell carcinoma through p16/Rb pathway,"Macha MA, Rachagani S, Pai P, Gupta S, Lydiatt WM, Smith RB, Johansson SL, Lele SM, Kakar SS, Farghaly H, Lee JH, Meza J, Ganti AK, Jain M, Batra SK.",Oncogene. 2015 Mar 26;34(13):1698-708. doi: 10.1038/onc.2014.102. Epub 2014 Apr 21.,Macha MA,Oncogene,2015,4/22/14,PMC4205229,NIHMS591176,10.1038/onc.2014.102,,MacHa M.A.; Rachagani S.; Pai P.; Gupta S.; Lydiatt W.M.; Smith R.B.; Johansson S.L.; Lele S.M.; Kakar S.S.; Lee J.H.; Meza J.; Ganti A.K.; Jain M.; Batra S.K.,"MacHa, M.A. (26425239800); Rachagani, S. (14632204200); Pai, P. (55587642300); Gupta, S. (55827811700); Lydiatt, W.M. (6603918707); Smith, R.B. (7410292119); Johansson, S.L. (7401762248); Lele, S.M. (7102090903); Kakar, S.S. (7005050145); Lee, J.H. (8374858000); Meza, J. (7004563632); Ganti, A.K. (7003922698); Jain, M. (24483364500); Batra, S.K. (7202128851)",26425239800; 14632204200; 55587642300; 55827811700; 6603918707; 7410292119; 7401762248; 7102090903; 7005050145; 8374858000; 7004563632; 7003922698; 24483364500; 7202128851,MUC4 regulates cellular senescence in head and neck squamous cell carcinoma through p16/Rb pathway,2015,Oncogene,34,13,,1698,1708,10,24,10.1038/onc.2014.102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898501515&doi=10.1038%2fonc.2014.102&partnerID=40&md5=793db710d1feea1cb6dcdea95fac95ba,9509232,,ONCNE,24747969,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84898501515,,Oncogene,0950-9232,1476-5594,1/9/97,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
29018282,Emerging roles of linker histones in regulating chromatin structure and function,"Fyodorov DV, Zhou BR, Skoultchi AI, Bai Y.",Nat Rev Mol Cell Biol. 2018 Mar;19(3):192-206. doi: 10.1038/nrm.2017.94. Epub 2017 Oct 11.,Fyodorov DV,Nat Rev Mol Cell Biol,2018,10/12/17,PMC5897046,NIHMS955624,10.1038/nrm.2017.94,,Fyodorov D.V.; Zhou B.-R.; Skoultchi A.I.; Bai Y.,"Fyodorov, Dmitry V. (6602521192); Zhou, Bing-Rui (7401906990); Skoultchi, Arthur I. (7006077105); Bai, Yawen (7402572200)",6602521192; 7401906990; 7006077105; 7402572200,Emerging roles of linker histones in regulating chromatin structure and function,2018,Nature Reviews Molecular Cell Biology,19,3,,192,206,14,238,10.1038/nrm.2017.94,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042216759&doi=10.1038%2fnrm.2017.94&partnerID=40&md5=c103a48258cf56b51c4a6a799e405c5d,14710072,,NRMCB,29018282,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85042216759,,Nature reviews. Molecular cell biology,1471-0072,1471-0080,10/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
29235574,Ten principles of heterochromatin formation and function,"Allshire RC, Madhani HD.",Nat Rev Mol Cell Biol. 2018 Apr;19(4):229-244. doi: 10.1038/nrm.2017.119. Epub 2017 Dec 13.,Allshire RC,Nat Rev Mol Cell Biol,2018,12/14/17,PMC6822695,NIHMS1056411,10.1038/nrm.2017.119,,Allshire R.C.; Madhani H.D.,"Allshire, Robin C. (7004529628); Madhani, Hiten D. (6701780322)",7004529628; 6701780322,Ten principles of heterochromatin formation and function,2018,Nature Reviews Molecular Cell Biology,19,4,,229,244,15,326,10.1038/nrm.2017.119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044194451&doi=10.1038%2fnrm.2017.119&partnerID=40&md5=5c871bdfa5354bd899e53345c74696ac,14710072,,NRMCB,29235574,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85044194451,,Nature reviews. Molecular cell biology,1471-0072,1471-0080,10/1/00,(blank),Journal,Nature Journals Online,SpringerNature,https://dev.springernature.com/,
